edad_min_participante,tipo_estudio,condicion_primaria_estudio,tipo_celula,fase_estudio_clinico,pais,n_patrocinadores,Target
18,1071.7936507936508,1042.6,980.0714285714286,967.5483870967741,815.9705882352941,1169.2898550724638,225.0
50,1071.7936507936508,1418.8181818181818,1627.0434782608695,1383.6666666666667,815.9705882352941,1169.2898550724638,1340.0
18,1071.7936507936508,776.6153846153846,795.375,967.5483870967741,1077.25,1169.2898550724638,1217.0
50,1071.7936507936508,1786.7333333333333,1627.0434782608695,1167.6315789473683,1552.4285714285713,1169.2898550724638,1687.0
0,2193.0,1042.6,980.0714285714286,1167.6315789473683,815.9705882352941,1169.2898550724638,2579.0
30,1071.7936507936508,1418.8181818181818,795.375,967.5483870967741,1077.25,1169.2898550724638,1460.0
50,1071.7936507936508,1786.7333333333333,795.375,967.5483870967741,1552.4285714285713,1169.2898550724638,1094.0
55,1071.7936507936508,1786.7333333333333,1627.0434782608695,1383.6666666666667,1301.8947368421052,1169.2898550724638,2691.0
0,725.8,776.6153846153846,1627.0434782608695,1167.6315789473683,815.9705882352941,725.8,822.0
18,2193.0,1786.7333333333333,1627.0434782608695,1383.6666666666667,815.9705882352941,1169.2898550724638,1705.0
18,1071.7936507936508,1204.0,1270.75,1383.6666666666667,1301.8947368421052,1169.2898550724638,1401.0
1,1071.7936507936508,1042.6,980.0714285714286,1167.6315789473683,815.9705882352941,1169.2898550724638,1095.0
18,1071.7936507936508,1042.6,980.0714285714286,1383.6666666666667,815.9705882352941,1169.2898550724638,1217.0
50,1071.7936507936508,1975.0,1627.0434782608695,1167.6315789473683,1552.4285714285713,1169.2898550724638,1975.0
18,1071.7936507936508,1786.7333333333333,1627.0434782608695,967.5483870967741,1746.0,1169.2898550724638,1760.0
55,2193.0,1786.7333333333333,1627.0434782608695,1167.6315789473683,1301.8947368421052,1169.2898550724638,2366.0
18,2193.0,1786.7333333333333,1627.0434782608695,1167.6315789473683,1552.4285714285713,1169.2898550724638,2450.0
55,1071.7936507936508,1786.7333333333333,1627.0434782608695,1383.6666666666667,1552.4285714285713,1169.2898550724638,2859.0
20,1071.7936507936508,1786.7333333333333,1627.0434782608695,967.5483870967741,1552.4285714285713,1169.2898550724638,1032.0
18,2193.0,1786.7333333333333,1627.0434782608695,1167.6315789473683,1301.8947368421052,1169.2898550724638,2536.0
18,1071.7936507936508,1786.7333333333333,1627.0434782608695,1383.6666666666667,1552.4285714285713,1169.2898550724638,1387.0
18,1071.7936507936508,1786.7333333333333,1627.0434782608695,1383.6666666666667,1301.8947368421052,1169.2898550724638,1516.0
55,1071.7936507936508,1786.7333333333333,1627.0434782608695,1383.6666666666667,1301.8947368421052,1169.2898550724638,1532.0
18,1071.7936507936508,1204.0,1270.75,967.5483870967741,1301.8947368421052,1169.2898550724638,1034.0
